,sentiment,city,country,region
366,negative,Riyadh,Saudi Arabia,Gulf
367,negative,Riyadh,Saudi Arabia,Gulf
368,negative,Salt,Saudi Arabia,Gulf
369,neutral,Riyadh,Saudi Arabia,Gulf
370,negative,Riyadh,Saudi Arabia,Gulf
371,negative,Riyadh,Saudi Arabia,Gulf
372,negative,Salt,Jordan,Levant
373,negative,Riyadh,Saudi Arabia,Gulf
374,negative,Riyadh,Saudi Arabia,Gulf
375,neutral,Riyadh,Saudi Arabia,Gulf
376,neutral,Riyadh,Saudi Arabia,Gulf
377,neutral,Rabat,Morocco,Maghreb
378,negative,Riyadh,Saudi Arabia,Gulf
379,neutral,Jeddha,Saudi Arabia,Gulf
380,positive,Riyadh,Saudi Arabia,Gulf
381,neutral,Riyadh,Saudi Arabia,Gulf
382,negative,Riyadh,Saudi Arabia,Gulf
383,negative,Jeddha,Saudi Arabia,Gulf
384,negative,Khartoum,Sudan,Nile Basin
385,neutral,Riyadh,Saudi Arabia,Gulf
386,negative,Jeddha,Saudi Arabia,Gulf
387,neutral,Riyadh,Saudi Arabia,Gulf
388,neutral,Riyadh,Saudi Arabia,Gulf
389,neutral,Riyadh,Saudi Arabia,Gulf
390,neutral,Riyadh,Saudi Arabia,Gulf
391,negative,Riyadh,Saudi Arabia,Gulf
392,neutral,Riyadh,Saudi Arabia,Gulf
393,negative,Salt,Jordan,Levant
394,positive,Riyadh,Saudi Arabia,Gulf
395,neutral,Jeddha,Saudi Arabia,Gulf
396,negative,Riyadh,Saudi Arabia,Gulf
397,negative,Riyadh,Saudi Arabia,Gulf
398,neutral,Salt,Jordan,Levant
399,negative,Riyadh,Saudi Arabia,Gulf
400,negative,Riyadh,Saudi Arabia,Gulf
401,negative,Riyadh,Saudi Arabia,Gulf
402,negative,Riyadh,Saudi Arabia,Gulf
403,negative,Riyadh,Saudi Arabia,Gulf
404,neutral,Riyadh,Saudi Arabia,Gulf
405,neutral,Riyadh,Saudi Arabia,Gulf
406,neutral,Riyadh,Saudi Arabia,Gulf
407,neutral,Amman,Syria,Levant
408,negative,Riyadh,Saudi Arabia,Gulf
409,positive,Riyadh,Saudi Arabia,Gulf
410,neutral,Riyadh,Saudi Arabia,Gulf
411,negative,Riyadh,Saudi Arabia,Gulf
412,negative,Jeddha,Saudi Arabia,Gulf
413,neutral,Aleppo,Syria,Levant
414,positive,Salt,Jordan,Levant
415,negative,Jeddha,Saudi Arabia,Levant
416,negative,Jeddha,Saudi Arabia,Gulf
417,negative,Riyadh,Saudi Arabia,Gulf
418,negative,Riyadh,Saudi Arabia,Gulf
419,neutral,Riyadh,Saudi Arabia,Gulf
420,neutral,Salt,Jordan,Levant
421,neutral,Riyadh,Saudi Arabia,Gulf
422,negative,Salt,Jordan,Levant
423,neutral,Riyadh,Saudi Arabia,Gulf
424,negative,Riyadh,Saudi Arabia,Gulf
425,negative,Amman,Syria,Levant
426,neutral,Riyadh,Saudi Arabia,Gulf
427,positive,Riyadh,Saudi Arabia,Gulf
428,positive,Riyadh,Saudi Arabia,Gulf
429,neutral,Riyadh,Saudi Arabia,Gulf
430,negative,Riyadh,Saudi Arabia,Gulf
431,positive,Riyadh,Saudi Arabia,Gulf
432,positive,Salt,Jordan,Levant
433,neutral,Riyadh,Saudi Arabia,Gulf
434,negative,Riyadh,Saudi Arabia,Gulf
435,neutral,Aleppo,Syria,Levant
436,neutral,Salt,Jordan,Levant
437,negative,Riyadh,Saudi Arabia,Gulf
438,neutral,Riyadh,Saudi Arabia,Gulf
439,neutral,Riyadh,Saudi Arabia,Gulf
440,neutral,Riyadh,Saudi Arabia,Gulf
441,negative,Jeddha,Saudi Arabia,Gulf
442,neutral,Riyadh,Saudi Arabia,Gulf
443,neutral,Riyadh,Saudi Arabia,Gulf
444,neutral,Aleppo,Syria,Levant
445,positive,Riyadh,Saudi Arabia,Gulf
446,negative,Riyadh,Saudi Arabia,Gulf
447,neutral,Riyadh,Saudi Arabia,Gulf
448,negative,Riyadh,Saudi Arabia,Gulf
449,neutral,Salt,Jordan,Levant
450,neutral,Salt,Jordan,Levant
451,neutral,Riyadh,Saudi Arabia,Gulf
452,neutral,Riyadh,Saudi Arabia,Gulf
453,negative,Riyadh,Saudi Arabia,Gulf
454,neutral,Riyadh,Saudi Arabia,Gulf
455,positive,Riyadh,Saudi Arabia,Gulf
456,neutral,Riyadh,Saudi Arabia,Gulf
457,neutral,Riyadh,Saudi Arabia,Gulf
458,neutral,Riyadh,Saudi Arabia,Gulf
459,neutral,Riyadh,Saudi Arabia,Gulf
460,negative,Riyadh,Saudi Arabia,Gulf
461,negative,Riyadh,Saudi Arabia,Gulf
462,negative,Salt,Jordan,Levant
463,negative,Riyadh,Saudi Arabia,Gulf
464,negative,Riyadh,Saudi Arabia,Gulf
465,negative,Riyadh,Saudi Arabia,Gulf
466,neutral,Riyadh,Saudi Arabia,Gulf
467,positive,Riyadh,Saudi Arabia,Gulf
468,negative,Riyadh,Saudi Arabia,Gulf
469,negative,Jeddha,Saudi Arabia,Levant
470,positive,Riyadh,Saudi Arabia,Gulf
471,positive,Riyadh,Saudi Arabia,Gulf
472,neutral,Salt,Jordan,Levant
473,neutral,Riyadh,Saudi Arabia,Gulf
474,negative,Riyadh,Saudi Arabia,Gulf
475,negative,Riyadh,Saudi Arabia,Gulf
476,neutral,Riyadh,Saudi Arabia,Gulf
477,negative,Riyadh,Saudi Arabia,Gulf
478,negative,Riyadh,Saudi Arabia,Gulf
479,neutral,Khartoum,Sudan,Nile Basin
480,negative,Riyadh,Saudi Arabia,Gulf
481,positive,Jeddha,Saudi Arabia,Gulf
482,neutral,Aleppo,Syria,Levant
483,positive,Riyadh,Saudi Arabia,Gulf
484,negative,Riyadh,Saudi Arabia,Gulf
485,neutral,Riyadh,Saudi Arabia,Gulf
486,neutral,Riyadh,Saudi Arabia,Gulf
487,neutral,Riyadh,Saudi Arabia,Gulf
488,negative,Riyadh,Saudi Arabia,Gulf
489,negative,Riyadh,Saudi Arabia,Gulf
490,negative,Riyadh,Saudi Arabia,Gulf
491,negative,Khartoum,Sudan,Nile Basin
492,neutral,Riyadh,Saudi Arabia,Gulf
493,neutral,Jeddha,Saudi Arabia,Gulf
494,neutral,Salt,Jordan,Levant
495,neutral,Jeddha,Saudi Arabia,Levant
496,neutral,Riyadh,Saudi Arabia,Gulf
497,neutral,Riyadh,Saudi Arabia,Gulf
498,negative,Riyadh,Saudi Arabia,Gulf
499,neutral,Riyadh,Saudi Arabia,Gulf
500,neutral,Riyadh,Saudi Arabia,Gulf
501,negative,Salt,Jordan,Levant
502,negative,Riyadh,Saudi Arabia,Gulf
503,neutral,Jeddha,Saudi Arabia,Gulf
504,neutral,Riyadh,Saudi Arabia,Gulf
505,neutral,Salt,Jordan,Levant
506,neutral,Riyadh,Saudi Arabia,Gulf
507,neutral,Riyadh,Saudi Arabia,Gulf
508,neutral,Riyadh,Saudi Arabia,Gulf
509,neutral,Aleppo,Syria,Levant
510,negative,Jeddha,Saudi Arabia,Levant
511,positive,Salt,Jordan,Levant
512,neutral,Salt,Jordan,Levant
513,neutral,Amman,Syria,Levant
514,neutral,Riyadh,Saudi Arabia,Gulf
515,neutral,Riyadh,Saudi Arabia,Gulf
516,neutral,Riyadh,Saudi Arabia,Gulf
517,neutral,Jeddha,Saudi Arabia,Gulf
518,negative,Riyadh,Saudi Arabia,Gulf
519,neutral,Riyadh,Saudi Arabia,Gulf
520,neutral,Riyadh,Saudi Arabia,Gulf
521,negative,Riyadh,Saudi Arabia,Gulf
522,positive,Riyadh,Saudi Arabia,Gulf
523,negative,Salt,Jordan,Levant
524,negative,Jeddha,Saudi Arabia,Gulf
525,neutral,Riyadh,Saudi Arabia,Gulf
526,neutral,Riyadh,Saudi Arabia,Gulf
527,positive,Salt,Jordan,Levant
528,neutral,Rabat,Morocco,Maghreb
529,negative,Riyadh,Saudi Arabia,Gulf
530,negative,Salt,Saudi Arabia,Gulf
531,negative,Salt,Jordan,Levant
532,negative,Salt,Jordan,Levant
533,neutral,Riyadh,Saudi Arabia,Gulf
534,negative,Rabat,Morocco,Maghreb
535,negative,Riyadh,Saudi Arabia,Gulf
536,positive,Riyadh,Saudi Arabia,Gulf
537,negative,Riyadh,Saudi Arabia,Gulf
538,negative,Jeddha,Saudi Arabia,Gulf
539,negative,Riyadh,Saudi Arabia,Gulf
540,neutral,Riyadh,Saudi Arabia,Gulf
541,negative,Jeddha,Saudi Arabia,Gulf
542,neutral,Riyadh,Saudi Arabia,Gulf
543,neutral,Riyadh,Saudi Arabia,Gulf
544,positive,Riyadh,Saudi Arabia,Gulf
545,neutral,Jeddha,Saudi Arabia,Gulf
546,neutral,Riyadh,Saudi Arabia,Gulf
547,negative,Riyadh,Saudi Arabia,Gulf
548,positive,Riyadh,Saudi Arabia,Gulf
549,negative,Salt,Jordan,Levant
550,negative,Riyadh,Saudi Arabia,Gulf
551,positive,Salt,Jordan,Levant
552,neutral,Riyadh,Saudi Arabia,Gulf
553,neutral,Riyadh,Saudi Arabia,Gulf
554,neutral,Salt,Saudi Arabia,Gulf
555,neutral,Aleppo,Syria,Levant
556,neutral,Khartoum,Sudan,Nile Basin
557,neutral,Riyadh,Saudi Arabia,Gulf
558,negative,Riyadh,Saudi Arabia,Gulf
559,negative,Jeddha,Saudi Arabia,Gulf
560,neutral,Amman,Syria,Levant
561,neutral,Riyadh,Saudi Arabia,Gulf
562,neutral,Khartoum,Sudan,Nile Basin
563,negative,Riyadh,Saudi Arabia,Gulf
564,neutral,Riyadh,Saudi Arabia,Gulf
565,neutral,Salt,Jordan,Levant
566,neutral,Riyadh,Saudi Arabia,Gulf
567,neutral,Aleppo,Syria,Levant
568,negative,Riyadh,Saudi Arabia,Gulf
569,negative,Salt,Jordan,Levant
570,negative,Riyadh,Saudi Arabia,Gulf
571,neutral,Riyadh,Saudi Arabia,Gulf
572,positive,Riyadh,Saudi Arabia,Gulf
573,positive,Salt,Jordan,Levant
574,neutral,Riyadh,Saudi Arabia,Gulf
575,neutral,Riyadh,Saudi Arabia,Gulf
