,sentiment,city,country,region
131,neutral,Rabat,Morocco,Maghreb
132,neutral,Riyadh,Saudi Arabia,Gulf
133,neutral,Riyadh,Saudi Arabia,Gulf
134,negative,Jeddha,Saudi Arabia,Levant
135,negative,Riyadh,Saudi Arabia,Gulf
136,negative,Riyadh,Saudi Arabia,Gulf
137,neutral,Riyadh,Saudi Arabia,Gulf
138,neutral,Riyadh,Saudi Arabia,Gulf
139,neutral,Khartoum,Sudan,Nile Basin
140,negative,Salt,Jordan,Levant
141,neutral,Jeddha,Saudi Arabia,Gulf
142,neutral,Riyadh,Saudi Arabia,Gulf
143,negative,Riyadh,Saudi Arabia,Gulf
144,neutral,Riyadh,Saudi Arabia,Gulf
145,neutral,Salt,Jordan,Levant
146,neutral,Salt,Jordan,Levant
147,positive,Riyadh,Saudi Arabia,Gulf
148,negative,Riyadh,Saudi Arabia,Gulf
149,neutral,Riyadh,Saudi Arabia,Gulf
150,negative,Riyadh,Saudi Arabia,Gulf
151,neutral,Riyadh,Saudi Arabia,Gulf
152,neutral,Riyadh,Saudi Arabia,Gulf
153,neutral,Riyadh,Saudi Arabia,Gulf
154,neutral,Riyadh,Saudi Arabia,Gulf
155,neutral,Riyadh,Saudi Arabia,Gulf
156,neutral,Riyadh,Saudi Arabia,Gulf
157,neutral,Riyadh,Saudi Arabia,Gulf
158,negative,Riyadh,Saudi Arabia,Gulf
159,neutral,Salt,Jordan,Levant
160,neutral,Rabat,Morocco,Maghreb
161,neutral,Riyadh,Saudi Arabia,Gulf
162,neutral,Riyadh,Saudi Arabia,Gulf
163,neutral,Riyadh,Saudi Arabia,Gulf
164,neutral,Salt,Jordan,Levant
165,neutral,Jeddha,Saudi Arabia,Gulf
166,neutral,Riyadh,Saudi Arabia,Gulf
167,neutral,Riyadh,Saudi Arabia,Gulf
168,neutral,Riyadh,Saudi Arabia,Gulf
169,neutral,Riyadh,Saudi Arabia,Gulf
170,neutral,Rabat,Morocco,Maghreb
171,negative,Riyadh,Saudi Arabia,Gulf
172,neutral,Riyadh,Saudi Arabia,Gulf
173,neutral,Khartoum,Sudan,Nile Basin
174,neutral,Salt,Jordan,Levant
175,neutral,Riyadh,Saudi Arabia,Gulf
176,negative,Riyadh,Saudi Arabia,Gulf
177,negative,Riyadh,Saudi Arabia,Gulf
178,neutral,Amman,Syria,Levant
179,positive,Jeddha,Saudi Arabia,Gulf
180,negative,Salt,Jordan,Levant
181,neutral,Riyadh,Saudi Arabia,Gulf
182,neutral,Riyadh,Saudi Arabia,Gulf
183,negative,Riyadh,Saudi Arabia,Gulf
184,neutral,Riyadh,Saudi Arabia,Gulf
185,neutral,Riyadh,Saudi Arabia,Gulf
186,negative,Riyadh,Saudi Arabia,Gulf
187,neutral,Jeddha,Saudi Arabia,Gulf
188,neutral,Riyadh,Saudi Arabia,Gulf
189,neutral,Riyadh,Saudi Arabia,Gulf
190,neutral,Riyadh,Saudi Arabia,Gulf
191,neutral,Riyadh,Saudi Arabia,Gulf
192,negative,Jeddha,Saudi Arabia,Gulf
193,neutral,Riyadh,Saudi Arabia,Gulf
194,negative,Riyadh,Saudi Arabia,Gulf
195,negative,Riyadh,Saudi Arabia,Gulf
196,neutral,Riyadh,Saudi Arabia,Gulf
197,neutral,Riyadh,Saudi Arabia,Gulf
198,negative,Riyadh,Saudi Arabia,Gulf
199,negative,Salt,Jordan,Levant
200,negative,Riyadh,Saudi Arabia,Gulf
201,neutral,Riyadh,Saudi Arabia,Gulf
202,neutral,Riyadh,Saudi Arabia,Gulf
203,negative,Rabat,Morocco,Maghreb
204,negative,Riyadh,Saudi Arabia,Gulf
205,neutral,Aleppo,Syria,Levant
206,negative,Riyadh,Saudi Arabia,Gulf
207,negative,Riyadh,Saudi Arabia,Gulf
208,neutral,Jeddha,Saudi Arabia,Gulf
209,negative,Jeddha,Saudi Arabia,Gulf
210,neutral,Riyadh,Saudi Arabia,Gulf
211,neutral,Salt,Jordan,Levant
212,positive,Riyadh,Saudi Arabia,Gulf
213,negative,Riyadh,Saudi Arabia,Gulf
214,negative,Riyadh,Saudi Arabia,Gulf
215,negative,Riyadh,Saudi Arabia,Gulf
216,negative,Khartoum,Sudan,Nile Basin
217,neutral,Riyadh,Saudi Arabia,Gulf
218,negative,Jeddha,Saudi Arabia,Gulf
219,neutral,Jeddha,Saudi Arabia,Gulf
220,neutral,Riyadh,Saudi Arabia,Gulf
221,positive,Riyadh,Saudi Arabia,Gulf
222,neutral,Jeddha,Saudi Arabia,Levant
223,neutral,Salt,Jordan,Levant
224,negative,Salt,Saudi Arabia,Gulf
225,neutral,Salt,Jordan,Levant
226,neutral,Salt,Jordan,Levant
227,neutral,Riyadh,Saudi Arabia,Gulf
228,neutral,Salt,Jordan,Levant
229,negative,Salt,Jordan,Levant
230,negative,Jeddha,Saudi Arabia,Gulf
231,negative,Riyadh,Saudi Arabia,Gulf
232,negative,Jeddha,Saudi Arabia,Gulf
233,negative,Jeddha,Saudi Arabia,Gulf
234,neutral,Jeddha,Saudi Arabia,Gulf
235,negative,Jeddha,Saudi Arabia,Gulf
236,negative,Riyadh,Saudi Arabia,Gulf
237,negative,Salt,Jordan,Levant
238,negative,Riyadh,Saudi Arabia,Gulf
239,neutral,Salt,Jordan,Levant
240,neutral,Riyadh,Saudi Arabia,Gulf
241,neutral,Jeddha,Saudi Arabia,Levant
242,neutral,Salt,Jordan,Levant
243,neutral,Jeddha,Saudi Arabia,Gulf
244,neutral,Riyadh,Saudi Arabia,Gulf
245,neutral,Jeddha,Saudi Arabia,Gulf
246,neutral,Riyadh,Saudi Arabia,Gulf
247,neutral,Riyadh,Saudi Arabia,Gulf
248,negative,Riyadh,Saudi Arabia,Gulf
249,neutral,Riyadh,Saudi Arabia,Gulf
250,neutral,Khartoum,Sudan,Nile Basin
251,neutral,Riyadh,Saudi Arabia,Gulf
252,neutral,Aleppo,Syria,Levant
253,negative,Riyadh,Saudi Arabia,Gulf
254,neutral,Riyadh,Saudi Arabia,Gulf
255,negative,Riyadh,Saudi Arabia,Gulf
256,neutral,Riyadh,Saudi Arabia,Gulf
257,neutral,Riyadh,Saudi Arabia,Gulf
258,positive,Riyadh,Saudi Arabia,Gulf
259,negative,Riyadh,Saudi Arabia,Gulf
260,neutral,Riyadh,Saudi Arabia,Gulf
261,neutral,Riyadh,Saudi Arabia,Gulf
262,neutral,Riyadh,Saudi Arabia,Gulf
263,neutral,Riyadh,Saudi Arabia,Gulf
264,negative,Riyadh,Saudi Arabia,Gulf
265,negative,Salt,Jordan,Levant
266,neutral,Salt,Saudi Arabia,Gulf
267,negative,Riyadh,Saudi Arabia,Gulf
268,neutral,Jeddha,Saudi Arabia,Gulf
269,negative,Riyadh,Saudi Arabia,Gulf
270,negative,Riyadh,Saudi Arabia,Gulf
271,neutral,Jeddha,Saudi Arabia,Gulf
272,neutral,Riyadh,Saudi Arabia,Gulf
273,negative,Riyadh,Saudi Arabia,Gulf
274,neutral,Riyadh,Saudi Arabia,Gulf
275,negative,Riyadh,Saudi Arabia,Gulf
276,negative,Riyadh,Saudi Arabia,Gulf
277,negative,Riyadh,Saudi Arabia,Gulf
278,negative,Riyadh,Saudi Arabia,Gulf
279,negative,Riyadh,Saudi Arabia,Gulf
280,negative,Riyadh,Saudi Arabia,Gulf
281,negative,Riyadh,Saudi Arabia,Gulf
282,negative,Riyadh,Saudi Arabia,Gulf
283,negative,Riyadh,Saudi Arabia,Gulf
284,negative,Riyadh,Saudi Arabia,Gulf
285,negative,Salt,Saudi Arabia,Gulf
286,negative,Riyadh,Saudi Arabia,Gulf
287,negative,Riyadh,Saudi Arabia,Gulf
288,negative,Riyadh,Saudi Arabia,Gulf
289,negative,Riyadh,Saudi Arabia,Gulf
290,negative,Riyadh,Saudi Arabia,Gulf
291,neutral,Jeddha,Saudi Arabia,Gulf
292,negative,Riyadh,Saudi Arabia,Gulf
293,negative,Riyadh,Saudi Arabia,Gulf
294,negative,Riyadh,Saudi Arabia,Gulf
295,negative,Riyadh,Saudi Arabia,Gulf
296,neutral,Jeddha,Saudi Arabia,Gulf
297,negative,Riyadh,Saudi Arabia,Gulf
298,negative,Riyadh,Saudi Arabia,Gulf
299,negative,Riyadh,Saudi Arabia,Gulf
300,negative,Riyadh,Saudi Arabia,Gulf
301,positive,Salt,Jordan,Levant
302,negative,Riyadh,Saudi Arabia,Gulf
303,negative,Riyadh,Saudi Arabia,Gulf
304,negative,Riyadh,Saudi Arabia,Gulf
305,negative,Riyadh,Saudi Arabia,Gulf
306,negative,Riyadh,Saudi Arabia,Gulf
307,negative,Riyadh,Saudi Arabia,Gulf
308,negative,Riyadh,Saudi Arabia,Gulf
309,negative,Riyadh,Saudi Arabia,Gulf
310,negative,Riyadh,Saudi Arabia,Gulf
311,neutral,Riyadh,Saudi Arabia,Gulf
312,neutral,Riyadh,Saudi Arabia,Gulf
313,negative,Salt,Jordan,Levant
314,neutral,Salt,Jordan,Levant
315,negative,Riyadh,Saudi Arabia,Gulf
316,neutral,Riyadh,Saudi Arabia,Gulf
317,negative,Salt,Saudi Arabia,Gulf
318,negative,Riyadh,Saudi Arabia,Gulf
319,positive,Riyadh,Saudi Arabia,Gulf
320,negative,Salt,Saudi Arabia,Gulf
321,neutral,Jeddha,Saudi Arabia,Gulf
322,negative,Riyadh,Saudi Arabia,Gulf
323,negative,Riyadh,Saudi Arabia,Gulf
324,negative,Jeddha,Saudi Arabia,Gulf
325,negative,Khartoum,Sudan,Nile Basin
326,neutral,Riyadh,Saudi Arabia,Gulf
327,neutral,Salt,Jordan,Levant
328,neutral,Riyadh,Saudi Arabia,Gulf
329,neutral,Riyadh,Saudi Arabia,Gulf
330,negative,Riyadh,Saudi Arabia,Gulf
331,neutral,Riyadh,Saudi Arabia,Gulf
332,neutral,Riyadh,Saudi Arabia,Gulf
333,negative,Damascus,Syria,Levant
334,negative,Salt,Jordan,Levant
335,neutral,Jeddha,Saudi Arabia,Gulf
336,negative,Riyadh,Saudi Arabia,Gulf
337,neutral,Riyadh,Saudi Arabia,Gulf
338,neutral,Riyadh,Saudi Arabia,Gulf
339,negative,Riyadh,Saudi Arabia,Gulf
340,negative,Salt,Jordan,Levant
341,negative,Riyadh,Saudi Arabia,Gulf
342,positive,Riyadh,Saudi Arabia,Gulf
343,negative,Riyadh,Saudi Arabia,Gulf
344,negative,Jeddha,Saudi Arabia,Gulf
345,negative,Riyadh,Saudi Arabia,Gulf
346,neutral,Riyadh,Saudi Arabia,Gulf
347,positive,Riyadh,Saudi Arabia,Gulf
348,neutral,Riyadh,Saudi Arabia,Gulf
349,neutral,Aleppo,Syria,Levant
350,neutral,Riyadh,Saudi Arabia,Gulf
351,negative,Riyadh,Saudi Arabia,Gulf
352,neutral,Rabat,Morocco,Maghreb
353,positive,Riyadh,Saudi Arabia,Gulf
354,neutral,Amman,Syria,Levant
355,neutral,Jeddha,Saudi Arabia,Gulf
356,positive,Jeddha,Saudi Arabia,Gulf
357,neutral,Jeddha,Saudi Arabia,Gulf
358,neutral,Amman,Syria,Levant
359,neutral,Riyadh,Saudi Arabia,Gulf
360,negative,Riyadh,Saudi Arabia,Gulf
361,neutral,Riyadh,Saudi Arabia,Gulf
362,negative,Riyadh,Saudi Arabia,Gulf
363,negative,Salt,Jordan,Levant
364,negative,Riyadh,Saudi Arabia,Gulf
365,neutral,Riyadh,Saudi Arabia,Gulf
366,neutral,Riyadh,Saudi Arabia,Gulf
367,neutral,Riyadh,Saudi Arabia,Gulf
368,neutral,Riyadh,Saudi Arabia,Gulf
369,neutral,Riyadh,Saudi Arabia,Gulf
370,negative,Jeddha,Saudi Arabia,Gulf
371,neutral,Jeddha,Saudi Arabia,Levant
372,neutral,Riyadh,Saudi Arabia,Gulf
373,neutral,Riyadh,Saudi Arabia,Gulf
374,negative,Riyadh,Saudi Arabia,Gulf
375,neutral,Riyadh,Saudi Arabia,Gulf
376,neutral,Jeddha,Saudi Arabia,Gulf
377,neutral,Aleppo,Syria,Levant
378,neutral,Riyadh,Saudi Arabia,Gulf
379,negative,Riyadh,Saudi Arabia,Gulf
380,positive,Riyadh,Saudi Arabia,Gulf
381,neutral,Riyadh,Saudi Arabia,Gulf
382,negative,Riyadh,Saudi Arabia,Gulf
383,neutral,Riyadh,Saudi Arabia,Gulf
384,neutral,Riyadh,Saudi Arabia,Gulf
385,negative,Riyadh,Saudi Arabia,Gulf
386,neutral,Salt,Saudi Arabia,Gulf
387,neutral,Salt,Jordan,Levant
388,neutral,Riyadh,Saudi Arabia,Gulf
389,neutral,Salt,Jordan,Levant
390,neutral,Riyadh,Saudi Arabia,Gulf
391,negative,Salt,Jordan,Levant
392,negative,Riyadh,Saudi Arabia,Gulf
393,positive,Riyadh,Saudi Arabia,Gulf
394,positive,Riyadh,Saudi Arabia,Gulf
395,negative,Salt,Saudi Arabia,Gulf
396,neutral,Salt,Jordan,Levant
397,positive,Riyadh,Saudi Arabia,Gulf
398,neutral,Jeddha,Saudi Arabia,Gulf
399,negative,Salt,Jordan,Levant
400,negative,Salt,Jordan,Levant
401,negative,Riyadh,Saudi Arabia,Gulf
402,negative,Riyadh,Saudi Arabia,Gulf
403,neutral,Riyadh,Saudi Arabia,Gulf
404,neutral,Riyadh,Saudi Arabia,Gulf
405,positive,Rabat,Morocco,Maghreb
406,negative,Riyadh,Saudi Arabia,Gulf
407,positive,Riyadh,Saudi Arabia,Gulf
408,negative,Riyadh,Saudi Arabia,Gulf
409,negative,Jeddha,Saudi Arabia,Gulf
410,negative,Salt,Jordan,Levant
411,negative,Riyadh,Saudi Arabia,Gulf
412,negative,Riyadh,Saudi Arabia,Gulf
413,positive,Rabat,Morocco,Maghreb
414,neutral,Jeddha,Saudi Arabia,Gulf
415,negative,Salt,Jordan,Levant
416,negative,Riyadh,Saudi Arabia,Gulf
417,neutral,Jeddha,Saudi Arabia,Levant
418,neutral,Riyadh,Saudi Arabia,Gulf
419,negative,Riyadh,Saudi Arabia,Gulf
420,neutral,Riyadh,Saudi Arabia,Gulf
421,neutral,Riyadh,Saudi Arabia,Gulf
422,negative,Riyadh,Saudi Arabia,Gulf
423,negative,Riyadh,Saudi Arabia,Gulf
424,positive,Riyadh,Saudi Arabia,Gulf
425,negative,Salt,Jordan,Levant
426,negative,Riyadh,Saudi Arabia,Gulf
427,neutral,Salt,Jordan,Levant
428,negative,Riyadh,Saudi Arabia,Gulf
429,neutral,Riyadh,Saudi Arabia,Gulf
430,negative,Riyadh,Saudi Arabia,Gulf
431,negative,Riyadh,Saudi Arabia,Gulf
432,neutral,Riyadh,Saudi Arabia,Gulf
433,neutral,Riyadh,Saudi Arabia,Gulf
434,negative,Riyadh,Saudi Arabia,Gulf
435,neutral,Riyadh,Saudi Arabia,Gulf
436,neutral,Riyadh,Saudi Arabia,Gulf
437,negative,Riyadh,Saudi Arabia,Gulf
438,neutral,Riyadh,Saudi Arabia,Gulf
439,neutral,Jeddha,Saudi Arabia,Gulf
440,neutral,Riyadh,Saudi Arabia,Gulf
441,neutral,Riyadh,Saudi Arabia,Gulf
442,negative,Riyadh,Saudi Arabia,Gulf
443,neutral,Riyadh,Saudi Arabia,Gulf
444,neutral,Riyadh,Saudi Arabia,Gulf
445,negative,Riyadh,Saudi Arabia,Gulf
446,neutral,Riyadh,Saudi Arabia,Gulf
447,neutral,Jeddha,Saudi Arabia,Gulf
448,neutral,Jeddha,Saudi Arabia,Gulf
449,neutral,Salt,Jordan,Levant
450,negative,Riyadh,Saudi Arabia,Gulf
451,neutral,Jeddha,Saudi Arabia,Gulf
452,negative,Riyadh,Saudi Arabia,Gulf
453,neutral,Riyadh,Saudi Arabia,Gulf
454,neutral,Riyadh,Saudi Arabia,Gulf
455,negative,Jeddha,Saudi Arabia,Gulf
456,neutral,Jeddha,Saudi Arabia,Gulf
457,neutral,Riyadh,Saudi Arabia,Gulf
458,neutral,Salt,Jordan,Levant
459,neutral,Khartoum,Sudan,Nile Basin
460,positive,Salt,Jordan,Levant
461,negative,Riyadh,Saudi Arabia,Gulf
462,negative,Salt,Jordan,Levant
463,negative,Riyadh,Saudi Arabia,Gulf
464,neutral,Riyadh,Saudi Arabia,Gulf
465,neutral,Salt,Jordan,Levant
466,negative,Riyadh,Saudi Arabia,Gulf
467,negative,Riyadh,Saudi Arabia,Gulf
468,negative,Riyadh,Saudi Arabia,Gulf
469,negative,Riyadh,Saudi Arabia,Gulf
470,positive,Salt,Jordan,Levant
471,positive,Riyadh,Saudi Arabia,Gulf
472,neutral,Riyadh,Saudi Arabia,Gulf
473,positive,Riyadh,Saudi Arabia,Gulf
474,neutral,Salt,Jordan,Levant
475,negative,Salt,Jordan,Levant
476,negative,Riyadh,Saudi Arabia,Gulf
477,negative,Riyadh,Saudi Arabia,Gulf
478,negative,Riyadh,Saudi Arabia,Gulf
479,negative,Riyadh,Saudi Arabia,Gulf
480,neutral,Salt,Jordan,Levant
481,neutral,Salt,Jordan,Levant
482,neutral,Riyadh,Saudi Arabia,Gulf
483,neutral,Riyadh,Saudi Arabia,Gulf
484,negative,Riyadh,Saudi Arabia,Gulf
485,negative,Rabat,Morocco,Maghreb
486,neutral,Riyadh,Saudi Arabia,Gulf
487,negative,Aleppo,Syria,Levant
488,positive,Riyadh,Saudi Arabia,Gulf
489,neutral,Riyadh,Saudi Arabia,Gulf
490,neutral,Salt,Jordan,Levant
491,neutral,Riyadh,Saudi Arabia,Gulf
492,negative,Riyadh,Saudi Arabia,Gulf
493,neutral,Riyadh,Saudi Arabia,Gulf
494,neutral,Riyadh,Saudi Arabia,Gulf
495,negative,Jeddha,Saudi Arabia,Gulf
496,neutral,Riyadh,Saudi Arabia,Gulf
497,negative,Riyadh,Saudi Arabia,Gulf
498,neutral,Riyadh,Saudi Arabia,Gulf
499,neutral,Salt,Jordan,Levant
500,neutral,Riyadh,Saudi Arabia,Gulf
501,negative,Riyadh,Saudi Arabia,Gulf
502,neutral,Riyadh,Saudi Arabia,Gulf
503,negative,Riyadh,Saudi Arabia,Gulf
504,negative,Riyadh,Saudi Arabia,Gulf
505,neutral,Riyadh,Saudi Arabia,Gulf
506,neutral,Salt,Jordan,Levant
507,neutral,Riyadh,Saudi Arabia,Gulf
508,neutral,Salt,Jordan,Levant
509,negative,Riyadh,Saudi Arabia,Gulf
510,negative,Riyadh,Saudi Arabia,Gulf
511,negative,Salt,Jordan,Levant
512,negative,Jeddha,Saudi Arabia,Gulf
513,negative,Jeddha,Saudi Arabia,Gulf
514,negative,Salt,Jordan,Levant
515,neutral,Riyadh,Saudi Arabia,Gulf
516,negative,Salt,Jordan,Levant
517,negative,Riyadh,Saudi Arabia,Gulf
518,neutral,Riyadh,Saudi Arabia,Gulf
519,neutral,Riyadh,Saudi Arabia,Gulf
520,negative,Riyadh,Saudi Arabia,Gulf
521,neutral,Riyadh,Saudi Arabia,Gulf
522,neutral,Salt,Saudi Arabia,Gulf
523,negative,Riyadh,Saudi Arabia,Gulf
524,negative,Salt,Jordan,Levant
525,negative,Riyadh,Saudi Arabia,Gulf
526,neutral,Riyadh,Saudi Arabia,Gulf
527,negative,Salt,Jordan,Levant
528,neutral,Jeddha,Saudi Arabia,Gulf
529,neutral,Riyadh,Saudi Arabia,Gulf
530,neutral,Jeddha,Saudi Arabia,Gulf
531,negative,Salt,Jordan,Levant
532,neutral,Riyadh,Saudi Arabia,Gulf
533,neutral,Khartoum,Sudan,Nile Basin
534,negative,Riyadh,Saudi Arabia,Gulf
535,negative,Riyadh,Saudi Arabia,Gulf
536,negative,Riyadh,Saudi Arabia,Gulf
537,neutral,Riyadh,Saudi Arabia,Gulf
538,neutral,Jeddha,Saudi Arabia,Gulf
539,positive,Riyadh,Saudi Arabia,Gulf
540,neutral,Riyadh,Saudi Arabia,Gulf
541,negative,Riyadh,Saudi Arabia,Gulf
542,neutral,Salt,Jordan,Levant
543,neutral,Riyadh,Saudi Arabia,Gulf
544,neutral,Riyadh,Saudi Arabia,Gulf
545,negative,Riyadh,Saudi Arabia,Gulf
546,negative,Riyadh,Saudi Arabia,Gulf
547,negative,Salt,Jordan,Levant
548,neutral,Riyadh,Saudi Arabia,Gulf
549,neutral,Jeddha,Saudi Arabia,Levant
550,neutral,Riyadh,Saudi Arabia,Gulf
551,neutral,Riyadh,Saudi Arabia,Gulf
552,neutral,Riyadh,Saudi Arabia,Gulf
553,neutral,Rabat,Morocco,Maghreb
554,neutral,Riyadh,Saudi Arabia,Gulf
555,neutral,Riyadh,Saudi Arabia,Gulf
556,neutral,Riyadh,Saudi Arabia,Gulf
557,neutral,Riyadh,Saudi Arabia,Gulf
558,negative,Riyadh,Saudi Arabia,Gulf
559,negative,Riyadh,Saudi Arabia,Gulf
560,neutral,Riyadh,Saudi Arabia,Gulf
561,neutral,Salt,Saudi Arabia,Gulf
562,neutral,Riyadh,Saudi Arabia,Gulf
563,neutral,Riyadh,Saudi Arabia,Gulf
564,negative,Riyadh,Saudi Arabia,Gulf
565,neutral,Jeddha,Saudi Arabia,Levant
566,negative,Salt,Jordan,Levant
567,negative,Riyadh,Saudi Arabia,Gulf
568,negative,Jeddha,Saudi Arabia,Gulf
569,negative,Riyadh,Saudi Arabia,Gulf
570,negative,Riyadh,Saudi Arabia,Gulf
571,negative,Riyadh,Saudi Arabia,Gulf
572,negative,Riyadh,Saudi Arabia,Gulf
573,negative,Riyadh,Saudi Arabia,Gulf
574,negative,Riyadh,Saudi Arabia,Gulf
