,sentiment,city,country,region
14501,negative,Riyadh,Saudi Arabia,Gulf
14502,neutral,Salt,Jordan,Levant
14503,neutral,Riyadh,Saudi Arabia,Gulf
14504,neutral,Riyadh,Saudi Arabia,Gulf
14505,neutral,Salt,Jordan,Levant
14506,neutral,Salt,Jordan,Levant
14507,neutral,Riyadh,Saudi Arabia,Gulf
14508,neutral,Khartoum,Sudan,Nile Basin
14509,negative,Riyadh,Saudi Arabia,Gulf
14510,negative,Riyadh,Saudi Arabia,Gulf
14511,neutral,Salt,Jordan,Levant
14512,neutral,Salt,Jordan,Levant
14513,neutral,Riyadh,Saudi Arabia,Gulf
14514,neutral,Riyadh,Saudi Arabia,Gulf
14515,neutral,Riyadh,Saudi Arabia,Gulf
14516,neutral,Riyadh,Saudi Arabia,Gulf
14517,neutral,Salt,Saudi Arabia,Gulf
14518,neutral,Riyadh,Saudi Arabia,Gulf
14519,neutral,Salt,Jordan,Levant
14520,neutral,Riyadh,Saudi Arabia,Gulf
14521,negative,Salt,Jordan,Levant
14522,negative,Salt,Saudi Arabia,Gulf
14523,negative,Riyadh,Saudi Arabia,Gulf
14524,negative,Riyadh,Saudi Arabia,Gulf
14525,positive,Riyadh,Saudi Arabia,Gulf
14526,neutral,Riyadh,Saudi Arabia,Gulf
14527,neutral,Rabat,Morocco,Maghreb
14528,negative,Salt,Jordan,Levant
14529,negative,Salt,Jordan,Levant
14530,positive,Riyadh,Saudi Arabia,Gulf
14531,positive,Riyadh,Saudi Arabia,Gulf
14532,positive,Riyadh,Saudi Arabia,Gulf
14533,positive,Riyadh,Saudi Arabia,Gulf
14534,neutral,Riyadh,Saudi Arabia,Gulf
14535,neutral,Riyadh,Saudi Arabia,Gulf
14536,neutral,Riyadh,Saudi Arabia,Gulf
14537,negative,Riyadh,Saudi Arabia,Gulf
14538,neutral,Riyadh,Saudi Arabia,Gulf
14539,negative,Riyadh,Saudi Arabia,Gulf
14540,negative,Salt,Jordan,Levant
